order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O128412,C13505,P228354,Grocery,7,5.0%,1,Debit Card,2024-12-17,2024-12-23,East,No,,,7,3,-2,60,Male
O128413,C14139,P219990,Grocery,6,0.0%,1,COD,2024-07-26,2024-08-01,West,No,,,6,4,-3,57,Male
O128414,C17029,P206669,Home,57,15.0%,1,PayPal,2023-10-10,2023-10-15,West,No,,,48,7,7,52,Female
O128415,C15629,P216773,Toys,4,10.0%,1,Credit Card,2025-03-04,2025-03-08,Central,No,,,4,3,-1,19,Male
O128416,C17087,P215648,Home,133,15.0%,3,Debit Card,2024-02-19,2024-02-25,East,No,,,339,9,86,56,Male
O128417,C15078,P204616,Home,48,0.0%,3,Credit Card,2023-11-28,2023-12-05,East,No,,,145,7,33,25,Female
O128418,C16405,P209867,Fashion,26,0.0%,1,Debit Card,2025-05-11,2025-05-14,North,Yes,2025-05-24,Not as described,26,7,2,22,Female
O128419,C16871,P242737,Fashion,25,10.0%,1,Debit Card,2025-05-09,2025-05-18,East,No,,,23,5,3,31,Male
O128420,C10632,P200252,Electronics,185,0.0%,1,Debit Card,2025-08-01,2025-08-06,West,No,,,185,8,14,54,Male
O128421,C12199,P232482,Beauty,55,0.0%,1,Credit Card,2024-07-03,2024-07-06,North,No,,,55,5,20,27,Female
O128422,C16356,P208052,Fashion,36,0.0%,1,Credit Card,2023-12-28,2024-01-04,East,No,,,36,4,8,26,Male
O128423,C13063,P219550,Fashion,40,15.0%,2,Credit Card,2024-03-07,2024-03-11,Central,No,,,68,7,17,23,Female
O128424,C15353,P242674,Electronics,548,0.0%,2,Debit Card,2024-12-21,2024-12-25,West,No,,,1096,11,121,61,Other
O128425,C12910,P243010,Fashion,23,15.0%,2,COD,2024-05-22,2024-05-27,South,No,,,39,5,9,55,Male
O128426,C10622,P233463,Grocery,20,20.0%,2,Credit Card,2024-11-06,2024-11-12,East,No,,,32,6,-4,49,Female
O128427,C16073,P222307,Home,36,0.0%,1,Credit Card,2024-12-05,2024-12-10,South,No,,,36,4,6,66,Male
O128428,C10360,P243532,Beauty,33,0.0%,1,Credit Card,2024-07-16,2024-07-24,West,No,,,33,5,10,49,Female
O128429,C12367,P207865,Electronics,100,5.0%,1,UPI,2023-09-23,2023-09-26,North,No,,,95,6,5,36,Male
O128430,C16365,P244628,Home,164,0.0%,2,Debit Card,2024-12-04,2024-12-08,Central,No,,,327,8,83,34,Male
O128431,C17905,P212705,Sports,72,0.0%,1,Credit Card,2025-04-20,2025-04-25,Central,No,,,72,8,13,41,Female
O128432,C10209,P246057,Electronics,72,0.0%,1,Credit Card,2024-05-03,2024-05-07,South,No,,,72,5,3,48,Female
O128433,C13467,P231786,Grocery,13,0.0%,1,UPI,2024-12-06,2024-12-12,West,No,,,13,4,-3,36,Male
O128434,C10930,P237422,Grocery,16,20.0%,1,UPI,2025-09-03,2025-09-07,South,No,,,13,4,-3,34,Female
O128435,C15702,P213218,Grocery,4,0.0%,1,COD,2024-09-20,2024-09-23,Central,No,,,4,2,-2,54,Male
O128436,C14584,P244237,Home,370,5.0%,1,Credit Card,2023-12-08,2023-12-12,Central,No,,,352,7,91,47,Male
O128437,C13943,P224273,Toys,7,0.0%,1,UPI,2024-01-12,2024-01-19,East,No,,,7,3,0,27,Female
O128438,C14696,P229792,Fashion,23,10.0%,2,COD,2025-07-11,2025-07-14,Central,No,,,42,5,9,47,Male
O128439,C14869,P211442,Sports,141,5.0%,1,PayPal,2024-02-09,2024-02-15,East,No,,,134,6,34,54,Male
O128440,C10877,P243874,Grocery,4,0.0%,1,COD,2023-12-29,2024-01-03,West,No,,,4,2,-2,59,Female
O128441,C15583,P215507,Electronics,876,5.0%,3,Debit Card,2024-12-31,2025-01-04,Central,No,,,2497,13,287,29,Female
O128442,C14795,P246151,Electronics,383,10.0%,1,Credit Card,2025-07-20,2025-07-25,East,No,,,345,8,34,69,Female
O128443,C17791,P210456,Electronics,499,10.0%,2,Credit Card,2024-05-25,2024-05-30,West,Yes,2024-06-05,Defective,898,11,97,39,Male
O128444,C12499,P243840,Toys,4,10.0%,3,Credit Card,2024-08-22,2024-08-26,West,No,,,12,4,1,31,Male
O128445,C16556,P211899,Sports,180,15.0%,1,Debit Card,2025-07-01,2025-07-08,East,No,,,153,8,38,66,Male
O128446,C16053,P232244,Beauty,24,5.0%,2,UPI,2024-01-11,2024-01-17,North,No,,,45,7,13,23,Female
O128447,C17918,P248989,Toys,31,5.0%,1,Wallet,2024-01-19,2024-01-24,East,No,,,29,4,8,42,Female
O128448,C12523,P223584,Toys,3,0.0%,1,UPI,2023-09-26,2023-09-30,North,No,,,3,1,0,22,Male
O128449,C14351,P211020,Grocery,13,20.0%,2,COD,2024-02-20,2024-02-25,West,No,,,21,4,-3,67,Female
O128450,C15269,P232983,Fashion,63,5.0%,3,Credit Card,2023-10-11,2023-10-18,South,No,,,178,7,55,22,Female
O128451,C16270,P214251,Home,100,0.0%,5,COD,2024-08-24,2024-08-29,North,No,,,499,11,129,34,Female
O128452,C10391,P206244,Grocery,25,10.0%,2,Credit Card,2024-10-01,2024-10-06,Central,No,,,45,7,-3,52,Female
O128453,C13902,P232947,Home,380,0.0%,1,Credit Card,2025-04-09,2025-04-14,West,No,,,380,10,97,58,Female
O128454,C16623,P248460,Home,43,15.0%,3,Wallet,2025-06-21,2025-06-24,North,No,,,110,6,25,48,Female
O128455,C15088,P240423,Grocery,2,0.0%,2,Credit Card,2024-06-14,2024-06-17,North,No,,,4,2,-2,35,Female
O128456,C17564,P216760,Sports,156,0.0%,1,Credit Card,2023-10-17,2023-10-21,Central,No,,,156,8,39,21,Female
O128457,C17066,P208045,Beauty,19,0.0%,2,PayPal,2025-01-16,2025-01-20,North,No,,,38,4,13,45,Female
O128458,C16545,P218211,Fashion,8,0.0%,1,Debit Card,2023-11-26,2023-12-01,East,No,,,8,5,-2,25,Female
O128459,C12321,P224156,Grocery,2,20.0%,1,Credit Card,2023-09-30,2023-10-05,West,No,,,2,0,0,60,Male
O128460,C14940,P223961,Electronics,134,5.0%,1,Debit Card,2023-11-09,2023-11-14,West,No,,,127,6,9,64,Male
O128461,C13981,P244186,Fashion,5,0.0%,1,COD,2025-02-27,2025-03-03,South,No,,,5,3,-1,44,Male
O128462,C10138,P218711,Grocery,9,20.0%,1,Debit Card,2024-01-14,2024-01-21,South,No,,,7,3,-2,62,Female
O128463,C10102,P226078,Home,71,20.0%,3,PayPal,2025-03-03,2025-03-09,West,No,,,170,9,39,60,Male
O128464,C15361,P213510,Beauty,4,0.0%,1,Credit Card,2025-02-04,2025-02-07,North,No,,,4,2,0,64,Female
O128465,C15236,P229520,Beauty,10,0.0%,1,PayPal,2024-11-15,2024-11-20,South,No,,,10,4,1,65,Female
O128466,C15333,P225328,Home,187,10.0%,1,PayPal,2024-07-18,2024-07-23,North,No,,,169,8,40,39,Female
O128467,C10483,P223968,Sports,172,0.0%,1,Credit Card,2023-12-06,2023-12-10,Central,No,,,172,7,45,53,Female
O128468,C16672,P224825,Toys,2,0.0%,1,Debit Card,2025-03-30,2025-04-02,Central,No,,,2,1,-1,44,Male
O128469,C17858,P248017,Home,25,15.0%,1,UPI,2025-08-10,2025-08-15,South,No,,,21,6,0,40,Female
O128470,C14319,P207272,Beauty,159,10.0%,4,UPI,2025-08-25,2025-08-29,West,No,,,571,11,246,39,Male
O128471,C15389,P235588,Electronics,390,0.0%,1,Debit Card,2024-09-03,2024-09-08,South,No,,,390,10,37,64,Other
O128472,C14073,P237504,Beauty,31,30.0%,1,Wallet,2025-06-15,2025-06-19,North,No,,,22,5,5,48,Male
O128473,C11848,P239238,Sports,57,5.0%,1,Debit Card,2024-04-07,2024-04-12,East,No,,,54,8,8,46,Male
O128474,C11884,P225465,Beauty,20,0.0%,2,Debit Card,2024-06-26,2024-07-02,Central,No,,,40,7,11,42,Male
O128475,C13205,P246883,Toys,16,0.0%,3,UPI,2024-12-16,2024-12-22,East,No,,,48,5,14,69,Female
O128476,C12161,P244962,Fashion,26,0.0%,1,UPI,2025-04-05,2025-04-09,South,No,,,26,4,5,45,Male
O128477,C11464,P230642,Home,164,0.0%,1,Wallet,2024-04-19,2024-04-26,West,Yes,2024-05-15,Missing/Wrong item,164,7,39,29,Male
O128478,C10643,P206520,Electronics,326,20.0%,5,Credit Card,2024-04-29,2024-05-05,South,No,,,1305,12,145,26,Other
O128479,C16794,P228299,Sports,293,15.0%,1,Credit Card,2023-09-25,2023-09-30,West,No,,,249,7,67,65,Female
O128480,C13436,P244046,Home,11,0.0%,3,PayPal,2024-01-25,2024-01-31,East,No,,,33,6,3,40,Female
O128481,C15351,P249027,Beauty,56,15.0%,1,Credit Card,2025-01-27,2025-02-01,West,No,,,48,4,17,19,Male
O128482,C14553,P219127,Electronics,1018,0.0%,2,Debit Card,2024-12-14,2024-12-18,South,No,,,2035,11,233,43,Female
O128483,C16518,P204576,Grocery,3,0.0%,1,Wallet,2024-12-28,2025-01-02,South,No,,,3,3,-3,22,Male
O128484,C15723,P207183,Toys,7,15.0%,2,Credit Card,2024-05-02,2024-05-08,East,No,,,12,3,2,38,Female
O128485,C17946,P210814,Home,17,0.0%,1,Debit Card,2023-11-30,2023-12-05,North,No,,,17,4,1,34,Female
O128486,C10610,P226352,Beauty,10,15.0%,1,Debit Card,2024-04-01,2024-04-05,South,No,,,8,3,0,35,Male
O128487,C14302,P248406,Beauty,28,0.0%,1,COD,2023-09-14,2023-09-21,South,No,,,28,4,9,67,Male
O128488,C11543,P211596,Grocery,4,0.0%,1,Credit Card,2025-03-06,2025-03-10,South,No,,,4,3,-3,62,Female
O128489,C13539,P215544,Toys,40,0.0%,1,COD,2025-06-03,2025-06-10,North,No,,,40,4,12,42,Female
O128490,C11466,P224139,Fashion,126,0.0%,1,Debit Card,2024-10-24,2024-10-29,East,No,,,126,9,36,49,Male
O128491,C10916,P235864,Grocery,1,5.0%,2,Wallet,2023-12-10,2023-12-14,Central,No,,,3,2,-2,67,Female
O128492,C16464,P224574,Fashion,40,5.0%,1,Debit Card,2025-01-18,2025-01-23,West,No,,,38,6,7,60,Female
O128493,C16236,P201085,Beauty,3,0.0%,2,Credit Card,2025-03-26,2025-03-30,Central,No,,,7,4,-1,37,Female
O128494,C15527,P230689,Sports,105,0.0%,1,Debit Card,2025-07-29,2025-08-04,West,No,,,105,7,24,59,Male
O128495,C11181,P236497,Fashion,26,0.0%,1,PayPal,2024-04-29,2024-05-05,East,No,,,26,5,4,54,Female
O128496,C17015,P220712,Grocery,26,0.0%,2,Credit Card,2025-06-30,2025-07-04,South,No,,,51,5,-1,46,Female
O128497,C12146,P201487,Fashion,128,0.0%,1,Credit Card,2024-07-24,2024-07-28,Central,No,,,128,7,38,57,Male
O128498,C12272,P208540,Home,101,10.0%,1,Wallet,2024-08-16,2024-08-23,South,No,,,91,6,19,43,Male
O128499,C10851,P240221,Electronics,1041,0.0%,1,COD,2025-09-11,2025-09-19,East,No,,,1041,11,114,38,Male
O128500,C14536,P224989,Toys,42,0.0%,1,Wallet,2024-06-18,2024-06-23,South,No,,,42,5,12,61,Other
O128501,C10719,P215955,Fashion,10,5.0%,1,COD,2025-05-29,2025-06-01,North,Yes,2025-06-05,Not as described,10,2,2,60,Female
O128502,C14680,P227029,Electronics,193,0.0%,1,COD,2025-07-30,2025-08-06,East,No,,,193,7,16,59,Female
O128503,C12014,P244412,Electronics,185,0.0%,4,UPI,2024-08-22,2024-08-25,Central,No,,,741,10,79,61,Male
O128504,C13472,P240105,Home,58,0.0%,2,Credit Card,2023-11-09,2023-11-14,East,No,,,115,9,23,52,Male
O128505,C13642,P246369,Beauty,42,0.0%,1,Debit Card,2023-10-27,2023-10-31,West,No,,,42,7,12,52,Male
O128506,C13870,P207102,Electronics,166,0.0%,1,Wallet,2024-06-16,2024-06-21,East,No,,,166,6,14,40,Female
O128507,C10063,P201009,Electronics,205,30.0%,1,Debit Card,2024-10-25,2024-10-28,Central,No,,,143,7,10,59,Male
O128508,C14863,P220766,Electronics,79,5.0%,1,Debit Card,2024-05-23,2024-05-28,South,No,,,75,6,3,27,Male
O128509,C10559,P223089,Sports,82,0.0%,1,Credit Card,2024-04-07,2024-04-11,North,No,,,82,6,19,68,Female
O128510,C17446,P208973,Fashion,11,0.0%,2,Credit Card,2025-08-15,2025-08-22,East,No,,,22,4,4,23,Male
O128511,C11733,P203079,Beauty,53,0.0%,2,UPI,2023-12-03,2023-12-08,Central,No,,,106,9,39,57,Female
O128512,C10669,P220836,Electronics,570,10.0%,1,COD,2024-11-28,2024-12-03,West,No,,,513,10,52,30,Female
O128513,C13894,P212167,Grocery,6,0.0%,1,Credit Card,2024-11-05,2024-11-10,West,No,,,6,2,-2,30,Male
O128514,C11542,P202186,Fashion,5,5.0%,1,PayPal,2025-01-10,2025-01-16,South,No,,,5,3,-2,36,Male
O128515,C11271,P244279,Toys,3,0.0%,1,Credit Card,2025-02-03,2025-02-11,West,No,,,3,2,0,54,Male
O128516,C12415,P246620,Toys,7,0.0%,3,Credit Card,2025-03-16,2025-03-21,North,No,,,21,3,5,45,Female
O128517,C12791,P209398,Grocery,10,0.0%,1,Credit Card,2025-03-19,2025-03-22,North,No,,,10,3,-2,36,Female
O128518,C14713,P204518,Sports,139,0.0%,4,Credit Card,2024-01-28,2024-02-01,North,No,,,557,8,159,30,Female
O128519,C17149,P245452,Home,24,0.0%,1,Credit Card,2025-03-24,2025-03-29,South,No,,,24,4,2,55,Female
O128520,C16090,P249456,Electronics,450,0.0%,2,Credit Card,2025-05-26,2025-06-01,Central,No,,,901,10,99,57,Male
O128521,C15217,P236222,Electronics,307,0.0%,1,Debit Card,2024-06-06,2024-06-11,North,No,,,307,8,29,63,Male
O128522,C15387,P206082,Grocery,14,10.0%,1,Credit Card,2024-04-18,2024-04-23,Central,No,,,12,7,-6,18,Female
O128523,C15179,P238117,Home,356,0.0%,1,PayPal,2024-06-03,2024-06-08,East,No,,,356,9,91,32,Male
O128524,C16643,P233618,Sports,311,15.0%,1,PayPal,2025-05-02,2025-05-05,North,No,,,264,8,71,35,Male
O128525,C17475,P222111,Home,186,5.0%,1,UPI,2025-07-13,2025-07-19,East,No,,,177,9,41,34,Male
O128526,C17660,P225070,Toys,25,15.0%,1,Debit Card,2024-09-03,2024-09-08,East,No,,,21,5,4,30,Male
O128527,C13054,P219939,Sports,151,0.0%,1,UPI,2024-02-05,2024-02-11,West,No,,,151,7,38,33,Female
O128528,C12458,P248819,Electronics,413,10.0%,3,Credit Card,2025-08-25,2025-08-29,North,No,,,1116,8,126,59,Female
O128529,C13065,P207540,Sports,11,0.0%,1,Debit Card,2025-08-20,2025-08-26,North,No,,,11,5,-2,53,Female
O128530,C11163,P219533,Fashion,286,10.0%,1,COD,2025-07-07,2025-07-14,South,No,,,257,10,80,31,Male
O128531,C16028,P247430,Toys,22,0.0%,2,Debit Card,2023-11-16,2023-11-19,North,No,,,44,5,13,40,Female
O128532,C15447,P203347,Grocery,10,0.0%,1,Debit Card,2025-09-07,2025-09-12,South,No,,,10,5,-4,26,Female
O128533,C14559,P248479,Grocery,9,5.0%,1,Debit Card,2024-11-13,2024-11-17,North,No,,,8,3,-3,37,Male
O128534,C12749,P203949,Electronics,137,0.0%,1,COD,2025-01-30,2025-02-04,East,No,,,137,7,9,32,Female
O128535,C15756,P229877,Electronics,261,20.0%,1,Credit Card,2024-04-02,2024-04-06,North,No,,,209,7,18,20,Female
O128536,C11948,P216888,Toys,28,0.0%,2,Credit Card,2025-06-05,2025-06-09,Central,No,,,56,6,16,45,Female
O128537,C16306,P229278,Sports,39,10.0%,1,Debit Card,2024-06-01,2024-06-07,West,No,,,35,5,6,42,Male
O128538,C10059,P207765,Electronics,656,5.0%,1,UPI,2024-04-10,2024-04-15,East,No,,,624,9,65,66,Female
O128539,C13102,P230084,Sports,33,0.0%,1,UPI,2024-09-12,2024-09-15,Central,No,,,33,5,5,66,Male
O128540,C10332,P236174,Electronics,685,5.0%,3,UPI,2024-12-22,2024-12-26,North,No,,,1953,11,223,61,Female
O128541,C14171,P243664,Beauty,24,0.0%,1,PayPal,2025-01-20,2025-01-26,West,No,,,24,5,6,60,Female
O128542,C15874,P231991,Toys,38,5.0%,1,Credit Card,2024-05-24,2024-05-28,South,No,,,36,6,9,29,Male
O128543,C16460,P244724,Sports,63,0.0%,1,Credit Card,2023-12-08,2023-12-13,East,No,,,63,5,14,67,Female
O128544,C17937,P247634,Electronics,176,20.0%,1,UPI,2023-11-23,2023-11-28,North,No,,,141,8,9,21,Male
O128545,C17584,P205257,Grocery,17,0.0%,1,Credit Card,2024-12-09,2024-12-15,South,No,,,17,5,-4,22,Male
O128546,C10189,P234347,Fashion,27,0.0%,1,Credit Card,2024-02-07,2024-02-11,North,No,,,27,5,4,64,Male
O128547,C13560,P249072,Home,412,0.0%,1,Credit Card,2024-08-30,2024-09-03,West,Yes,2024-09-12,Not as described,412,9,106,33,Female
O128548,C16008,P249465,Electronics,488,0.0%,1,Credit Card,2025-01-30,2025-02-07,South,No,,,488,10,49,58,Female
O128549,C17482,P237083,Electronics,232,0.0%,1,COD,2025-03-27,2025-03-30,North,Yes,2025-04-22,Missing/Wrong item,232,7,21,48,Male
O128550,C10295,P235455,Fashion,14,30.0%,1,PayPal,2024-06-25,2024-06-28,North,No,,,10,5,-1,64,Male
O128551,C12548,P238291,Toys,18,0.0%,1,Credit Card,2024-05-12,2024-05-16,South,No,,,18,5,2,60,Male
O128552,C10176,P209910,Sports,99,0.0%,5,COD,2025-06-23,2025-06-27,West,No,,,495,10,139,69,Male
O128553,C10799,P230604,Beauty,88,20.0%,1,Debit Card,2024-05-08,2024-05-11,Central,No,,,70,6,25,63,Female
O128554,C10805,P220883,Toys,29,0.0%,1,Debit Card,2024-11-09,2024-11-13,South,No,,,29,5,7,24,Male
O128555,C17003,P228202,Grocery,5,0.0%,2,PayPal,2024-10-25,2024-10-31,South,No,,,10,2,-1,27,Female
O128556,C11742,P231656,Home,50,0.0%,1,Credit Card,2023-09-26,2023-09-30,Central,No,,,50,6,8,18,Male
O128557,C10214,P224111,Home,124,0.0%,1,UPI,2024-10-24,2024-10-28,North,No,,,124,6,29,54,Female
O128558,C11879,P241783,Sports,22,0.0%,2,Debit Card,2024-08-27,2024-08-31,Central,No,,,45,3,10,36,Male
O128559,C12700,P237083,Sports,127,10.0%,2,Debit Card,2023-12-28,2024-01-01,Central,No,,,228,9,60,51,Male
O128560,C10596,P235182,Electronics,77,0.0%,2,COD,2024-04-26,2024-04-30,West,No,,,154,9,10,46,Female
O128561,C11717,P213271,Sports,94,0.0%,1,UPI,2025-05-29,2025-06-03,East,No,,,94,8,20,18,Male
O128562,C11355,P238574,Sports,407,5.0%,1,UPI,2025-04-27,2025-05-02,Central,No,,,387,11,105,47,Other
O128563,C14223,P249139,Grocery,28,30.0%,1,Debit Card,2023-12-21,2023-12-25,Central,No,,,20,5,-3,45,Male
O128564,C11292,P227679,Beauty,49,0.0%,3,Credit Card,2024-04-12,2024-04-16,North,No,,,146,7,58,22,Other
O128565,C12598,P211258,Sports,146,5.0%,1,Credit Card,2024-12-02,2024-12-07,South,No,,,139,9,33,36,Female
O128566,C15654,P201759,Toys,54,0.0%,3,PayPal,2025-05-18,2025-05-23,South,No,,,162,7,58,58,Female
O128567,C15873,P235893,Electronics,914,0.0%,4,Credit Card,2025-08-25,2025-08-28,North,No,,,3656,11,428,49,Other
O128568,C13437,P228628,Sports,27,0.0%,4,Debit Card,2025-03-21,2025-03-28,West,No,,,110,6,27,26,Female
O128569,C14714,P229675,Beauty,9,5.0%,3,Credit Card,2023-12-29,2024-01-03,North,No,,,27,6,6,65,Female
O128570,C16491,P218665,Electronics,889,0.0%,1,Credit Card,2024-01-02,2024-01-07,South,No,,,889,8,99,66,Female
O128571,C10141,P237997,Sports,42,0.0%,2,Debit Card,2024-07-18,2024-07-23,West,No,,,83,7,18,63,Female
O128572,C13216,P211226,Fashion,28,10.0%,1,Credit Card,2025-03-20,2025-03-25,South,No,,,26,3,6,50,Male
O128573,C12839,P247982,Beauty,4,0.0%,2,Credit Card,2024-12-20,2024-12-28,West,No,,,8,4,-1,25,Other
O128574,C14340,P217507,Fashion,118,0.0%,3,Debit Card,2024-04-10,2024-04-15,West,No,,,354,11,113,59,Female
O128575,C13513,P205831,Electronics,74,0.0%,1,Debit Card,2023-10-17,2023-10-21,West,No,,,74,7,2,23,Female
O128576,C12750,P201234,Fashion,42,0.0%,2,COD,2025-02-05,2025-02-11,East,No,,,84,9,21,59,Male
O128577,C15409,P240338,Home,43,10.0%,1,Debit Card,2024-11-22,2024-11-25,Central,No,,,38,4,6,37,Male
O128578,C11714,P205956,Home,14,0.0%,2,Credit Card,2024-10-21,2024-10-25,South,No,,,27,7,1,34,Male
O128579,C11135,P249826,Electronics,161,0.0%,1,UPI,2024-08-10,2024-08-15,South,No,,,161,8,11,20,Female
O128580,C16357,P227278,Fashion,59,0.0%,1,PayPal,2023-11-11,2023-11-15,Central,No,,,59,6,14,57,Female
O128581,C13721,P218689,Toys,4,5.0%,1,Credit Card,2023-12-18,2023-12-23,West,No,,,4,4,-2,55,Male
O128582,C11909,P201268,Grocery,26,5.0%,1,Credit Card,2024-12-23,2024-12-27,West,No,,,25,3,-1,41,Male
O128583,C12247,P221481,Beauty,32,5.0%,1,COD,2025-09-05,2025-09-08,North,No,,,30,6,8,41,Female
O128584,C16548,P219605,Home,18,10.0%,1,Debit Card,2024-11-01,2024-11-07,West,No,,,16,4,1,68,Female
O128585,C14516,P221103,Beauty,16,20.0%,1,COD,2024-09-02,2024-09-07,South,No,,,13,3,2,48,Male
O128586,C14102,P204194,Fashion,86,10.0%,1,PayPal,2024-03-26,2024-03-30,South,No,,,78,6,22,53,Female
O128587,C11548,P229798,Grocery,36,0.0%,1,PayPal,2023-11-28,2023-12-05,Central,No,,,36,7,-4,63,Male
O128588,C12639,P228370,Sports,107,0.0%,2,Debit Card,2024-05-23,2024-05-27,North,No,,,215,8,56,36,Female
O128589,C16429,P228654,Fashion,61,0.0%,2,Debit Card,2023-12-19,2023-12-24,East,No,,,122,8,35,24,Male
O128590,C14766,P210251,Fashion,108,10.0%,1,PayPal,2024-03-23,2024-03-27,South,No,,,97,8,26,46,Male
O128591,C16532,P217633,Sports,70,10.0%,1,UPI,2024-05-20,2024-05-24,South,No,,,63,7,11,40,Male
O128592,C14511,P204029,Fashion,65,0.0%,1,Debit Card,2024-08-05,2024-08-09,South,No,,,65,7,16,67,Male
O128593,C12831,P202860,Fashion,47,10.0%,1,Debit Card,2023-11-22,2023-11-27,South,No,,,43,6,9,35,Female
O128594,C11006,P203513,Toys,25,10.0%,1,COD,2024-04-20,2024-04-23,North,No,,,23,4,5,64,Female
O128595,C15832,P235987,Fashion,110,10.0%,1,Credit Card,2025-01-15,2025-01-19,North,No,,,99,7,28,53,Male
O128596,C13221,P241138,Sports,163,5.0%,1,Credit Card,2024-06-08,2024-06-11,North,No,,,155,7,40,48,Male
O128597,C13062,P248134,Grocery,3,0.0%,1,UPI,2025-03-20,2025-03-24,West,No,,,3,2,-2,35,Female
O128598,C14523,P204930,Electronics,924,0.0%,1,PayPal,2025-06-06,2025-06-10,Central,No,,,924,10,101,48,Male
O128599,C17975,P204677,Electronics,67,0.0%,2,COD,2024-03-24,2024-03-27,North,No,,,133,6,10,31,Male
O128600,C13052,P205472,Grocery,20,0.0%,5,COD,2025-05-14,2025-05-20,South,No,,,98,6,2,69,Male
O128601,C17460,P239476,Fashion,22,0.0%,1,Debit Card,2024-05-12,2024-05-16,North,No,,,22,5,3,59,Female
O128602,C14429,P224225,Electronics,542,0.0%,1,COD,2025-04-09,2025-04-14,South,No,,,542,10,55,37,Male
O128603,C12319,P213728,Toys,2,0.0%,1,Credit Card,2025-05-18,2025-05-22,South,No,,,2,2,-1,57,Female
O128604,C17210,P246684,Fashion,17,0.0%,1,Wallet,2024-01-02,2024-01-08,South,No,,,17,6,0,57,Female
O128605,C13539,P224214,Fashion,9,30.0%,1,PayPal,2024-08-04,2024-08-10,East,No,,,6,3,-1,55,Male
O128606,C12366,P246649,Fashion,74,20.0%,1,Debit Card,2024-08-22,2024-08-27,East,No,,,59,6,15,34,Female
O128607,C17659,P212483,Grocery,4,10.0%,2,Credit Card,2025-03-11,2025-03-15,West,No,,,7,3,-2,47,Female
O128608,C10526,P231044,Toys,54,0.0%,1,UPI,2024-12-22,2024-12-27,South,No,,,54,5,17,57,Female
O128609,C12807,P235297,Beauty,16,10.0%,1,Wallet,2023-09-26,2023-10-02,South,No,,,14,5,2,53,Male
O128610,C11195,P226831,Home,177,5.0%,1,UPI,2024-06-27,2024-06-30,North,No,,,168,8,39,57,Female
O128611,C11753,P209127,Electronics,616,0.0%,1,Debit Card,2025-01-19,2025-01-23,South,No,,,616,10,64,40,Male
O128612,C11672,P225532,Grocery,41,0.0%,2,Debit Card,2024-09-13,2024-09-16,Central,No,,,83,6,1,28,Female
O128613,C16464,P202473,Sports,71,0.0%,1,PayPal,2025-05-11,2025-05-18,East,No,,,71,4,17,31,Female
O128614,C16882,P233853,Fashion,60,5.0%,1,Credit Card,2024-11-22,2024-11-28,North,No,,,57,5,14,19,Male
O128615,C17211,P240130,Grocery,7,5.0%,1,COD,2025-04-06,2025-04-12,East,No,,,7,3,-3,45,Male
O128616,C15651,P204662,Grocery,5,0.0%,1,Credit Card,2024-09-14,2024-09-22,South,No,,,5,2,-1,65,Female
O128617,C12028,P236202,Sports,124,5.0%,2,Debit Card,2024-12-23,2024-12-29,Central,No,,,236,8,63,65,Male
O128618,C11654,P240496,Grocery,8,5.0%,2,Debit Card,2025-01-16,2025-01-24,West,No,,,15,5,-4,32,Male
O128619,C14549,P202665,Fashion,47,0.0%,1,Credit Card,2023-10-22,2023-10-29,West,No,,,47,6,10,69,Male
O128620,C14841,P211184,Sports,32,10.0%,1,Credit Card,2024-07-25,2024-07-29,Central,No,,,29,5,3,60,Female
O128621,C14041,P225677,Electronics,458,10.0%,1,Credit Card,2024-01-26,2024-01-31,East,No,,,412,9,40,41,Male
O128622,C15999,P245942,Sports,353,10.0%,3,Credit Card,2024-01-27,2024-02-01,North,No,,,953,12,274,40,Female
O128623,C15024,P208475,Grocery,11,0.0%,1,Credit Card,2025-08-23,2025-08-27,South,No,,,11,6,-5,36,Male
O128624,C10847,P229752,Beauty,21,20.0%,3,Credit Card,2023-11-10,2023-11-17,East,No,,,50,6,17,56,Female
O128625,C10867,P237239,Toys,40,20.0%,2,Credit Card,2024-12-02,2024-12-05,North,No,,,64,6,20,41,Female
O128626,C10773,P222903,Electronics,103,5.0%,4,Credit Card,2025-08-07,2025-08-11,South,Yes,2025-08-22,No longer needed,393,10,37,22,Female
O128627,C16226,P243779,Beauty,15,5.0%,1,Debit Card,2024-11-20,2024-11-24,South,No,,,14,3,3,67,Female
O128628,C10542,P217171,Electronics,112,10.0%,1,Wallet,2024-02-25,2024-03-01,West,No,,,101,7,5,51,Male
O128629,C14417,P212660,Electronics,307,0.0%,2,Debit Card,2024-02-06,2024-02-11,South,No,,,614,9,65,45,Female
O128630,C10785,P242658,Beauty,26,10.0%,1,Credit Card,2024-06-18,2024-06-22,South,No,,,24,5,6,44,Male
O128631,C13305,P223289,Beauty,63,0.0%,4,Debit Card,2024-01-08,2024-01-12,South,No,,,252,9,105,61,Female
O128632,C14635,P207988,Fashion,92,15.0%,1,COD,2024-01-23,2024-01-28,East,No,,,79,7,21,46,Female
O128633,C16395,P239974,Home,147,0.0%,1,Credit Card,2025-07-13,2025-07-17,North,No,,,147,7,34,31,Male
